symbol, avg_price, max_change, avg_atr, stddev_atr, avg_volume
MEOH, 43.1947, 0.0948, 0.0260, 0.0143, 1398.0000
MERC, 6.7610, 0.0603, 0.0122, 0.0052, 834.0000
MERU, 5.0145, 0.0615, 0.0126, 0.0058, 1603.0000
METR, 17.4202, 0.0719, 0.0369, 0.0143, 640.0000
MET, 45.4373, 0.0283, 0.0240, 0.0122, 17306.0000
MFA, 8.5797, 0.0306, 0.0054, 0.0023, 9231.0000
MFB, 18.5726, 0.2203, 0.0209, 0.0105, 839.0000
MFC, 16.2342, 0.0176, 0.0085, 0.0035, 5104.0000
MFD, 15.9078, 0.0272, 0.0233, 0.0125, 554.0000
MFG, 4.2114, 0.0809, 0.0038, 0.0016, 2828.0000
MFI, 7.6963, 0.0802, 0.0312, 0.0134, 549.0000
MFLX, 16.1521, 0.1414, 0.0261, 0.0118, 562.0000
MFL, 15.3001, 0.0153, 0.0127, 0.0051, 1007.0000
MFM, 7.4457, 0.0375, 0.0078, 0.0043, 935.0000
MFRM, 38.1315, 0.0743, 0.0412, 0.0200, 1077.0000
MFT, 14.9584, 0.0212, 0.0174, 0.0075, 620.0000
MGAM, 25.3553, 0.2289, 0.0245, 0.0121, 985.0000
MGA, 68.8578, 0.0276, 0.0289, 0.0133, 1838.0000
MGC, 52.7008, 0.0223, 0.0290, 0.0124, 795.0000
MGEE, 53.9080, 0.0409, 0.0692, 0.0272, 416.0000
MGF, 6.4696, 0.0120, 0.0050, 0.0025, 951.0000
MGIC, 5.0803, 0.0515, 0.0112, 0.0044, 982.0000
MGI, 18.4530, 0.0802, 0.0238, 0.0125, 748.0000
MGK, 59.3333, 0.0205, 0.0245, 0.0096, 665.0000
MGLN, 52.9969, 0.0305, 0.0409, 0.0180, 754.0000
MGM, 15.1794, 0.0336, 0.0109, 0.0049, 21746.0000
MGRC, 30.8462, 0.0561, 0.0401, 0.0170, 541.0000
MGR, 25.9657, 0.0181, 0.0301, 0.0183, 619.0000
MGT, 4.1901, 0.2348, 0.0234, 0.0125, 1663.0000
MGU, 20.6371, 0.0225, 0.0166, 0.0081, 655.0000
MGV, 47.0623, 0.0270, 0.0292, 0.0106, 881.0000
MG, 20.3228, 0.1352, 0.0209, 0.0101, 793.0000
MHD, 17.9876, 0.0231, 0.0216, 0.0102, 767.0000
MHFI, 55.4533, 0.0632, 0.0216, 0.0169, 3343.0000
MHF, 7.7270, 0.0265, 0.0096, 0.0044, 1022.0000
MHGC, 6.7942, 0.2013, 0.0098, 0.0084, 1655.0000
MHI, 15.7465, 0.0177, 0.0139, 0.0061, 997.0000
MHK, 113.5954, 0.0323, 0.0779, 0.0347, 2003.0000
MHLD, 10.8355, 0.0642, 0.0083, 0.0041, 1030.0000
MHN, 15.2095, 0.0167, 0.0120, 0.0053, 782.0000
MHO, 24.3038, 0.0368, 0.0305, 0.0142, 1176.0000
MHP, 50.9586, 0.0337, 0.0193, 0.0110, 4669.0000
MHR, 3.6490, 0.0489, 0.0056, 0.0021, 8460.0000
MHY, 6.0920, 0.0227, 0.0044, 0.0022, 1208.0000
MIC, 55.3762, 0.0241, 0.0312, 0.0135, 1101.0000
MIDD, 157.4540, 0.0437, 0.1642, 0.0664, 550.0000
MIDU, 51.2765, 0.0680, 0.0683, 0.0307, 724.0000
MIDZ, 21.5342, 1.9541, 0.0558, 0.0563, 928.0000
MIG, 7.8194, 0.0469, 0.0071, 0.0030, 1316.0000
MILL, 3.9790, 0.0927, 0.0075, 0.0030, 1032.0000
MIL, 8.9210, 0.0196, 0.0105, 0.0047, 947.0000
MIND, 15.1101, 0.1598, 0.0244, 0.0133, 620.0000
MINI, 32.0585, 0.0962, 0.0279, 0.0136, 1011.0000
MINT, 101.4912, 117.1163, 0.0160, 0.2252, 1941.0000
MIN, 5.9537, 0.0255, 0.0048, 0.0021, 2195.0000
MIPS, 7.7477, 0.0284, 0.0036, 0.0017, 3235.0000
MITK, 5.5479, 0.1564, 0.0128, 0.0059, 2301.0000
MITL, 3.6951, 0.4238, 0.0247, 0.0112, 1100.0000
MITT, 21.8174, 0.0390, 0.0160, 0.0084, 1490.0000
MIY, 14.9801, 0.0202, 0.0137, 0.0053, 723.0000
MJI, 15.5394, 0.0146, 0.0182, 0.0067, 538.0000
MJN, 78.3343, 0.0789, 0.0400, 0.0274, 5102.0000
MKC, 71.8609, 0.0130, 0.0268, 0.0117, 1481.0000
MKL, 498.8009, 0.0338, 0.4513, 0.1737, 341.0000
MKSI, 27.1529, 0.0333, 0.0219, 0.0079, 951.0000
MKTG, 11.0289, 0.0996, 0.0123, 0.0068, 1326.0000
MKTO, 22.4638, 0.0802, 0.0609, 0.0282, 1239.0000
MKTX, 44.2352, 0.0576, 0.0369, 0.0190, 877.0000
MLAB, 52.6523, 0.0696, 0.1420, 0.0657, 440.0000
MLHR, 26.7686, 0.0419, 0.0220, 0.0101, 1012.0000
MLI, 52.5990, 0.0546, 0.0435, 0.0175, 527.0000
MLM, 104.1860, 0.0226, 0.0737, 0.0285, 1146.0000
MLNK, 3.0000, 0.1277, 0.0059, 0.0031, 1168.0000
MLNX, 50.9938, 0.1021, 0.0565, 0.0293, 2265.0000
MLN, 19.6155, 0.0336, 0.0146, 0.0093, 1252.0000
MLPA, 15.6999, 0.0282, 0.0121, 0.0071, 949.0000
MLPI, 37.7893, 0.0340, 0.0172, 0.0084, 1272.0000
MLPL, 48.1781, 0.0380, 0.0614, 0.0250, 961.0000
MLPN, 28.0088, 0.0234, 0.0165, 0.0091, 1714.0000
MLR, 15.7155, 0.0482, 0.0364, 0.0149, 426.0000
MLU, 49.9206, 2.0487, 0.0822, 0.1332, 2438.0000
MMC, 40.5519, 9.0005, 0.0494, 0.8053, 5611.0000
MMD, 19.6117, 0.0372, 0.0273, 0.0136, 996.0000
MMLP, 41.0648, 0.0290, 0.0558, 0.0205, 661.0000
MMM, 111.6946, 0.0137, 0.0337, 0.0154, 5798.0000
MMP, 53.2690, 0.0151, 0.0314, 0.0127, 1660.0000
MMR, 16.5070, 0.0097, 0.0052, 0.0025, 2980.0000
MMSI, 11.2122, 0.0978, 0.0095, 0.0058, 1044.0000
MMS, 64.4309, 0.4936, 0.0451, 0.0505, 1322.0000
MMT, 7.1980, 0.0183, 0.0044, 0.0019, 1380.0000
MMU, 14.2299, 0.0164, 0.0132, 0.0051, 997.0000
MMYT, 13.6967, 0.0951, 0.0503, 0.0224, 551.0000
MM, 8.3429, 0.0373, 0.0100, 0.0049, 3937.0000
MNI, 2.6100, 0.0478, 0.0049, 0.0019, 1197.0000
MNKD, 6.6899, 0.1475, 0.0107, 0.0077, 21918.0000
MNK, 42.8338, 0.0312, 0.0250, 0.0145, 5535.0000
MNOV, 2.8855, 0.3210, 0.0199, 0.0113, 1820.0000
MNP, 16.2474, 0.0195, 0.0192, 0.0077, 605.0000
MNRK, 10.0184, 0.0707, 0.0334, 0.0168, 710.0000
MNRO, 45.5435, 0.0705, 0.0351, 0.0179, 1106.0000
MNR, 10.5608, 0.0197, 0.0097, 0.0033, 647.0000
MNST, 58.9900, 0.0434, 0.0357, 0.0171, 4363.0000
MNTA, 13.6556, 0.0631, 0.0140, 0.0066, 1285.0000
MNTG, 3.6425, 0.2903, 0.0120, 0.0073, 772.0000
MNTX, 10.7955, 0.0989, 0.0236, 0.0110, 949.0000
MN, 16.9088, 0.0419, 0.0231, 0.0117, 604.0000
MOAT, 23.7678, 0.0270, 0.0152, 0.0064, 1183.0000
MOBI, 2.5714, 0.8364, 0.0116, 0.0095, 1236.0000
MODN, 20.7610, 0.0486, 0.0390, 0.0167, 678.0000
MOD, 9.9171, 0.0280, 0.0101, 0.0041, 833.0000
MOG.A, 47.7036, 0.1253, 0.0486, 0.0274, 588.0000
MOH, 37.2458, 0.0181, 0.0239, 0.0096, 1252.0000
MOLXA, 23.7667, 0.0394, 0.0160, 0.0067, 742.0000
MOLX, 29.5297, 0.0361, 0.0121, 0.0061, 1660.0000
MON, 103.2570, 0.0373, 0.0455, 0.0245, 6561.0000
MOO, 53.1947, 0.0240, 0.0200, 0.0083, 1598.0000
MORL, 25.8154, 0.0532, 0.0347, 0.0153, 1422.0000
MORN, 69.2853, 0.0383, 0.0631, 0.0268, 470.0000
MORT, 26.9341, 0.0977, 0.0232, 0.0117, 965.0000
MOSY, 4.1920, 0.2839, 0.0092, 0.0047, 1100.0000
MOS, 57.5299, 0.0199, 0.0266, 0.0133, 7536.0000
MOTR, 0.5191, 0.3324, 0.0033, 0.0019, 3590.0000
MOVE, 11.7955, 0.0811, 0.0125, 0.0059, 1262.0000
MOV, 33.7133, 0.0313, 0.0355, 0.0152, 752.0000
MO, 36.2582, 0.0133, 0.0143, 0.0061, 18259.0000
MPAA, 7.0980, 0.1525, 0.0183, 0.0099, 1038.0000
MPA, 15.3640, 4.1506, 0.0373, 0.2601, 700.0000
MPC, 76.1665, 79.7900, 0.0621, 0.1801, 7001.0000
MPEL, 23.5289, 0.0590, 0.0148, 0.0085, 8996.0000
MPET, 1.0493, 0.0636, 0.0054, 0.0022, 2155.0000
MPG, 3.0491, 0.2154, 0.0029, 0.0019, 3890.0000
MPLX, 36.3520, 0.0406, 0.0528, 0.0225, 797.0000
MPO, 6.0317, 0.0348, 0.0081, 0.0036, 1458.0000
MPR, 12.4254, 0.3707, 0.0128, 0.0126, 909.0000
MPWR, 24.0723, 0.0393, 0.0204, 0.0081, 1120.0000
MPW, 15.3394, 0.0370, 0.0104, 0.0051, 3346.0000
MQT, 14.0701, 0.0303, 0.0110, 0.0053, 706.0000
MQY, 16.5771, 0.0202, 0.0147, 0.0057, 1012.0000
MRCY, 8.3396, 0.1837, 0.0100, 0.0051, 790.0000
MRC, 29.0180, 0.0364, 0.0188, 0.0130, 2694.0000
MRGE, 3.4186, 0.4143, 0.0055, 0.0036, 1878.0000
MRH, 25.5907, 0.0350, 0.0134, 0.0064, 1073.0000
MRIN, 12.5858, 0.0727, 0.0219, 0.0114, 1385.0000
MRK, 47.4332, 0.0520, 0.0206, 0.0100, 38447.0000
MRLN, 21.5232, 0.0658, 0.0707, 0.0267, 434.0000
MRO, 35.4473, 0.0165, 0.0188, 0.0082, 10439.0000
MRTN, 19.6688, 0.3440, 0.0291, 0.0159, 549.0000
MRVL, 11.4550, 0.0881, 0.0080, 0.0064, 15908.0000
MR, 39.2792, 0.0524, 0.0201, 0.0121, 2205.0000
MSA, 48.5964, 0.0647, 0.0373, 0.0162, 591.0000
MSB, 22.4228, 0.0507, 0.0373, 0.0146, 645.0000
MSCC, 21.9724, 0.1366, 0.0178, 0.0088, 1680.0000
MSCI, 34.1083, 0.0202, 0.0193, 0.0081, 1396.0000
MSD, 11.6034, 0.0222, 0.0087, 0.0039, 765.0000
MSEX, 19.5599, 0.0503, 0.0335, 0.0107, 469.0000
MSFG, 13.4153, 0.0424, 0.0283, 0.0130, 495.0000
MSFT, 34.3765, 0.0894, 0.0152, 0.0107, 117611.0000
MSF, 15.3531, 0.0267, 0.0227, 0.0080, 799.0000
MSG, 59.7170, 0.0430, 0.0303, 0.0150, 1224.0000
MSI, 57.6097, 0.0592, 0.0192, 0.0122, 5012.0000
MSJ, 25.1983, 0.0166, 0.0111, 0.0064, 750.0000
MSK, 25.0987, 0.0138, 0.0133, 0.0069, 732.0000
MSM, 79.9599, 0.0118, 0.0400, 0.0171, 1162.0000
MSON, 6.4835, 0.8792, 0.0546, 0.0287, 912.0000
MSO, 2.5833, 0.0433, 0.0050, 0.0022, 1044.0000
MSPD, 2.9672, 0.4333, 0.0055, 0.0037, 2270.0000
MSTR, 97.0269, 0.0874, 0.1185, 0.0503, 642.0000
MSTX, 0.5434, 0.3175, 0.0018, 0.0019, 4568.0000
MSZ, 25.1754, 0.0156, 0.0101, 0.0057, 758.0000
MS, 25.5830, 0.0392, 0.0170, 0.0080, 45583.0000
MTB, 108.7016, 0.0166, 0.0392, 0.0179, 1721.0000
MTCN, 21.2021, 0.0438, 0.0303, 0.0126, 5272.0000
MTDR, 10.2486, 0.1124, 0.0115, 0.0057, 1314.0000
MTD, 212.4715, 0.0363, 0.1418, 0.0646, 704.0000
MTGE, 20.1542, 0.0443, 0.0133, 0.0078, 4186.0000
MTG, 6.2189, 0.1244, 0.0081, 0.0036, 24995.0000
MTH, 46.8631, 0.0350, 0.0483, 0.0224, 1679.0000
MTL.P, 1.5779, 0.1977, 0.0077, 0.0044, 3629.0000
MTL, 3.2226, 0.0627, 0.0050, 0.0021, 7718.0000
MTN, 62.6359, 0.0212, 0.0446, 0.0178, 758.0000
MTOR, 6.9584, 0.0779, 0.0067, 0.0030, 3602.0000
MTRN, 28.0810, 0.0555, 0.0443, 0.0142, 497.0000
MTRX, 15.8909, 0.0623, 0.0198, 0.0094, 775.0000
MTSC, 56.4149, 0.0825, 0.0645, 0.0260, 479.0000
MTSI, 14.7624, 0.2577, 0.0328, 0.0183, 652.0000
MTSL, 3.3934, 0.3300, 0.0221, 0.0117, 1559.0000
MTSN, 1.9852, 0.8364, 0.0046, 0.0037, 2516.0000
MTS, 16.8954, 0.0142, 0.0210, 0.0098, 583.0000
MTT, 22.9133, 0.0168, 0.0282, 0.0100, 618.0000
MTU, 6.3906, 0.0950, 0.0049, 0.0020, 8534.0000
MTW, 19.4092, 0.0362, 0.0153, 0.0074, 5394.0000
MTX, 41.9218, 0.0176, 0.0296, 0.0108, 533.0000
MTZ, 31.8759, 0.0890, 0.0254, 0.0135, 1748.0000
MT, 12.3003, 0.0531, 0.0073, 0.0029, 13126.0000
MUA, 13.5484, 0.0209, 0.0147, 0.0054, 1153.0000
MUB, 108.0935, 0.0133, 0.0294, 0.0163, 1283.0000
MUC, 15.6649, 0.0171, 0.0109, 0.0041, 1005.0000
MUE, 14.9631, 0.0273, 0.0118, 0.0055, 850.0000
MUH, 16.6107, 0.0266, 0.0163, 0.0058, 758.0000
MUI, 15.9818, 0.0161, 0.0132, 0.0048, 1243.0000
MUJ, 15.6188, 0.0153, 0.0146, 0.0060, 740.0000
MUNI, 53.8097, 0.0108, 0.0221, 0.0132, 1049.0000
MUR, 63.5361, 0.0132, 0.0285, 0.0127, 3253.0000
MUSA, 19.0866, 0.1274, 0.0094, 0.0075, 1621.0000
MUS, 14.4089, 0.0195, 0.0118, 0.0052, 648.0000
MUX, 2.0955, 0.1163, 0.0050, 0.0018, 7486.0000
MU, 12.7286, 0.0353, 0.0101, 0.0047, 93405.0000
MVC, 12.5139, 0.0171, 0.0095, 0.0043, 668.0000
MVF, 10.8579, 0.0206, 0.0102, 0.0042, 1255.0000
MVG, 8.6909, 0.0873, 0.0205, 0.0084, 675.0000
MVIS, 2.2877, 0.8182, 0.0095, 0.0056, 1917.0000
MVO, 27.2968, 0.0350, 0.0486, 0.0172, 560.0000
MVT, 16.9840, 0.0138, 0.0159, 0.0066, 898.0000
MVV, 87.8084, 0.0454, 0.0762, 0.0388, 1058.0000
MWA, 7.2353, 0.0243, 0.0068, 0.0027, 3492.0000
MWE, 66.2804, 0.0498, 0.0424, 0.0220, 1898.0000
MWG, 25.0973, 0.0134, 0.0141, 0.0076, 658.0000
MWIV, 122.2079, 0.0302, 0.1783, 0.0622, 422.0000
MWO, 24.8995, 0.0164, 0.0166, 0.0092, 594.0000
MWR, 25.0635, 0.0141, 0.0111, 0.0063, 687.0000
MWV, 35.2433, 0.0183, 0.0139, 0.0058, 2404.0000
MWW, 5.2421, 0.1375, 0.0056, 0.0026, 3918.0000
MW, 36.4151, 0.0590, 0.0236, 0.0133, 1581.0000
MXF, 32.6806, 0.0259, 0.0414, 0.0170, 662.0000
MXIM, 28.7703, 0.0324, 0.0134, 0.0102, 8046.0000
MXI, 59.8139, 0.0303, 0.0454, 0.0187, 633.0000
MXL, 5.9781, 0.0402, 0.0132, 0.0058, 675.0000
MXWL, 6.6314, 0.1475, 0.0106, 0.0060, 1511.0000
MX, 17.3703, 0.0369, 0.0193, 0.0077, 1596.0000
MYC, 16.3690, 0.0251, 0.0129, 0.0056, 718.0000
MYD, 15.7990, 0.0161, 0.0117, 0.0046, 1137.0000
MYE, 14.9996, 0.0422, 0.0181, 0.0077, 745.0000
MYF, 16.0684, 0.0241, 0.0189, 0.0087, 699.0000
MYGN, 30.6489, 0.0725, 0.0263, 0.0213, 5921.0000
MYI, 14.8429, 0.0196, 0.0113, 0.0043, 1343.0000
MYJ, 16.1847, 0.0190, 0.0195, 0.0063, 720.0000
MYL, 31.1239, 0.0147, 0.0155, 0.0064, 9994.0000
MYM, 13.9655, 0.0245, 0.0144, 0.0063, 689.0000
MYN, 14.4397, 0.0137, 0.0128, 0.0049, 877.0000
MYRG, 21.5664, 0.0497, 0.0238, 0.0109, 763.0000
MYY, 22.7233, 0.0327, 0.0229, 0.0100, 1084.0000
MY, 1.6082, 0.1302, 0.0048, 0.0026, 2565.0000
MZF, 14.9108, 0.0149, 0.0172, 0.0075, 577.0000
MZZ, 21.2713, 0.0450, 0.0341, 0.0159, 1146.0000
M, 48.6300, 0.0188, 0.0222, 0.0098, 8525.0000
NAC, 14.9309, 0.0201, 0.0128, 0.0057, 732.0000
NAD, 15.0151, 0.0324, 0.0105, 0.0043, 1011.0000
NAFC, 21.3358, 0.1333, 0.0350, 0.0184, 453.0000
NAI, 9.9428, 0.0329, 0.0088, 0.0038, 673.0000
NAK, 2.8304, 0.0652, 0.0067, 0.0027, 1475.0000
NANO, 14.8076, 0.0397, 0.0154, 0.0064, 697.0000
NATH, 46.3711, 0.0708, 0.1826, 0.0676, 352.0000
NATI, 28.4458, 0.2096, 0.0182, 0.0141, 1385.0000
NATL, 30.7082, 0.0673, 0.0972, 0.0371, 437.0000
NATR, 15.3734, 0.0596, 0.0450, 0.0162, 508.0000
NAT, 8.4943, 0.0861, 0.0076, 0.0033, 2578.0000
NAUH, 3.7116, 0.1047, 0.0194, 0.0109, 848.0000
NAVB, 2.5928, 0.1182, 0.0050, 0.0021, 2251.0000
NAVG, 56.4320, 0.0519, 0.0879, 0.0332, 342.0000
NAVR, 2.4581, 0.8182, 0.0067, 0.0063, 1117.0000
NAV, 32.6195, 0.0618, 0.0268, 0.0138, 3486.0000
NBBC, 6.2187, 0.1408, 0.0194, 0.0152, 922.0000
NBB, 20.7340, 0.0239, 0.0145, 0.0056, 1033.0000
NBCB, 25.2473, 0.0511, 0.0364, 0.0213, 701.0000
NBD, 21.3986, 0.0136, 0.0193, 0.0104, 669.0000
NBG, 3.5118, 3.8689, 0.0089, 0.0112, 21032.0000
NBHC, 18.6700, 0.0201, 0.0145, 0.0079, 1185.0000
NBH, 15.7846, 0.0213, 0.0192, 0.0076, 757.0000
NBIX, 12.8723, 0.0314, 0.0135, 0.0059, 1955.0000
NBL, 74.1530, 0.5005, 0.0408, 0.0720, 3805.0000
NBR, 15.9503, 1649.0000, 0.0131, 0.0371, 9712.0000
NBS, 1.2463, 8.7414, 0.0043, 0.0107, 4827.0000
NBTB, 21.0716, 0.0463, 0.0195, 0.0076, 653.0000
NBY, 1.3062, 0.1786, 0.0056, 0.0029, 2668.0000
NCA, 10.0242, 0.0180, 0.0106, 0.0048, 909.0000
NCIT, 4.8414, 0.2146, 0.0310, 0.0150, 537.0000
NCI, 12.8325, 0.0225, 0.0126, 0.0054, 715.0000
NCLH, 30.6989, 0.0317, 0.0313, 0.0158, 1445.0000
NCMI, 16.5032, 0.1784, 0.0153, 0.0083, 977.0000
NCO, 16.0176, 0.0215, 0.0222, 0.0091, 576.0000
NCP, 15.6163, 0.0160, 0.0158, 0.0071, 587.0000
NCQ, 1.9134, 0.1111, 0.0056, 0.0026, 1277.0000
NCR, 32.8737, 0.0178, 0.0145, 0.0064, 3080.0000
NCS, 15.8888, 0.0632, 0.0207, 0.0090, 756.0000
NCTY, 3.1263, 0.4286, 0.0166, 0.0141, 1254.0000
NCT, 5.9308, 0.5308, 0.0061, 0.0079, 16557.0000
NCV, 9.4032, 0.0223, 0.0053, 0.0026, 1411.0000
NCZ, 8.6540, 0.0319, 0.0049, 0.0024, 1489.0000
NC, 57.2057, 0.0476, 0.1037, 0.0348, 387.0000
NDAQ, 32.2650, 0.0164, 0.0142, 0.0067, 3192.0000
NDP, 23.6368, 0.0254, 0.0334, 0.0131, 870.0000
NDRO, 16.2827, 0.0264, 0.0262, 0.0115, 624.0000
NDSN, 70.2013, 0.0774, 0.0404, 0.0225, 960.0000
NDZ, 7.1257, 0.0887, 0.0072, 0.0035, 1567.0000
NEA, 13.9141, 0.0269, 0.0109, 0.0045, 1543.0000
NEE, 80.2638, 0.0126, 0.0322, 0.0150, 4240.0000
NEM, 30.8981, 0.0530, 0.0252, 0.0117, 20787.0000
NEOG, 50.7815, 0.0429, 0.0617, 0.0231, 499.0000
NEON, 6.0451, 0.1254, 0.0110, 0.0059, 2006.0000
NEO, 3.5618, 0.2935, 0.0090, 0.0105, 1661.0000
NEPT, 2.8407, 0.0779, 0.0074, 0.0033, 1811.0000
NES, 3.3780, 0.0323, 0.0047, 0.0016, 4718.0000
NEU, 266.2777, 0.0301, 0.3080, 0.1112, 357.0000
NEV, 15.7668, 0.0219, 0.0185, 0.0083, 1038.0000
NEWL, 0.6377, 10.4000, 0.0063, 0.0074, 8800.0000
NEWP, 14.8477, 0.1107, 0.0164, 0.0090, 808.0000
NEWS, 13.1734, 0.0566, 0.0296, 0.0124, 426.0000
NE, 39.2347, 0.0337, 0.0205, 0.0097, 6460.0000
NFBK, 11.6269, 0.0176, 0.0062, 0.0029, 1358.0000
NFG, 61.3211, 0.0194, 0.0354, 0.0144, 1150.0000
NFJ, 16.7906, 0.0355, 0.0098, 0.0039, 1173.0000
NFLX, 231.1878, 0.0549, 0.2117, 0.0990, 8485.0000
NFP, 24.4040, 0.1082, 0.0081, 0.0085, 3145.0000
NFX, 24.3668, 0.0261, 0.0161, 0.0083, 5144.0000
NGD, 6.7128, 0.1044, 0.0074, 0.0036, 9438.0000
NGG, 59.7678, 0.0485, 0.0196, 0.0091, 1486.0000
NGLS, 48.6812, 0.0261, 0.0338, 0.0131, 1301.0000
NGL, 26.9137, 0.0390, 0.0399, 0.0205, 1019.0000
NGPC, 6.8608, 0.1475, 0.0114, 0.0051, 861.0000
NGS, 20.4907, 0.0505, 0.0380, 0.0131, 425.0000
NGVC, 26.8514, 0.0410, 0.0426, 0.0190, 708.0000
NGZ, 14.1804, 0.0210, 0.0128, 0.0062, 522.0000
NG, 2.3029, 0.0579, 0.0046, 0.0018, 6384.0000
NHC, 47.1888, 0.0843, 0.0784, 0.0323, 317.0000
NHF, 7.8678, 0.0166, 0.0053, 0.0026, 965.0000
NHI, 64.4192, 0.0199, 0.0517, 0.0197, 453.0000
NHS, 13.7188, 0.0152, 0.0086, 0.0036, 611.0000
NIB, 30.4102, 0.0242, 0.0402, 0.0138, 689.0000
NICE, 36.4942, 0.0165, 0.0239, 0.0098, 723.0000
NICK, 14.0626, 0.1345, 0.0359, 0.0169, 569.0000
NID, 13.7067, 0.0328, 0.0181, 0.0104, 1449.0000
NIE, 17.9111, 0.0196, 0.0096, 0.0047, 697.0000
NIF, 15.4324, 0.0112, 0.0114, 0.0045, 876.0000
NIHD, 7.2697, 0.0647, 0.0110, 0.0053, 9076.0000
NILE, 34.9267, 0.0501, 0.0472, 0.0178, 726.0000
NIM, 10.3452, 0.0244, 0.0161, 0.0065, 878.0000
NIO, 14.6461, 0.0180, 0.0091, 0.0037, 1465.0000
NI, 29.1585, 0.0134, 0.0124, 0.0052, 4708.0000
NJR, 44.7552, 0.0176, 0.0327, 0.0120, 704.0000
NJ, 15.7169, 0.0964, 0.0174, 0.0081, 621.0000
NKA, 13.3156, 0.0570, 0.0249, 0.0098, 878.0000
NKE, 63.0311, 0.0204, 0.0258, 0.0127, 8414.0000
NKTR, 10.6669, 0.0364, 0.0100, 0.0049, 2750.0000
NKX, 14.3506, 0.0138, 0.0109, 0.0048, 923.0000
NKY, 15.9887, 0.0768, 0.0077, 0.0047, 6873.0000
NLNK, 15.9665, 0.0793, 0.0311, 0.0134, 987.0000
NLR, 15.8875, 2.0404, 0.0249, 0.0635, 727.0000
NLSN, 34.3027, 0.0412, 0.0143, 0.0078, 8722.0000
NLST, 0.8101, 9.1000, 0.0085, 0.0206, 3389.0000
NLS, 8.0019, 0.1686, 0.0104, 0.0052, 1538.0000
NLY, 13.1286, 0.0278, 0.0082, 0.0044, 34023.0000
NL, 11.7274, 0.0276, 0.0296, 0.0118, 397.0000
NMA, 14.6055, 0.0149, 0.0087, 0.0038, 997.0000
NMD, 12.9631, 0.0199, 0.0115, 0.0054, 855.0000
NMFC, 14.7324, 0.0417, 0.0098, 0.0047, 1410.0000
NML, 20.0997, 0.0226, 0.0221, 0.0090, 1107.0000
NMM, 14.5230, 0.0323, 0.0140, 0.0065, 1317.0000
NMO, 14.0902, 0.0163, 0.0082, 0.0035, 988.0000
NMRX, 11.6651, 0.1303, 0.0336, 0.0163, 680.0000
NMR, 8.1045, 0.0982, 0.0058, 0.0032, 4850.0000
NMY, 14.3920, 0.0171, 0.0176, 0.0074, 1022.0000
NMZ, 13.5323, 0.0184, 0.0107, 0.0051, 1071.0000
NM, 5.0325, 0.0660, 0.0070, 0.0032, 1848.0000
NNA, 3.3149, 0.0723, 0.0081, 0.0040, 1399.0000
NNBR, 9.6534, 0.1111, 0.0214, 0.0111, 575.0000
NNC, 14.1970, 0.0205, 0.0205, 0.0091, 1021.0000
NNI, 35.3704, 0.0389, 0.0332, 0.0140, 476.0000
NNJ, 15.7120, 0.0182, 0.0204, 0.0075, 677.0000
NNN, 36.7895, 0.0176, 0.0191, 0.0105, 3431.0000
NNP, 16.0281, 0.0383, 0.0217, 0.0080, 700.0000
NNY, 10.0324, 0.0249, 0.0165, 0.0072, 756.0000
NOAH, 9.1521, 0.0851, 0.0280, 0.0160, 1044.0000
NOA, 4.1842, 0.0682, 0.0121, 0.0060, 943.0000
NOC, 83.5569, 0.0270, 0.0283, 0.0164, 3574.0000
NOG, 13.5352, 0.0374, 0.0131, 0.0060, 2124.0000
NOK, 3.7957, 0.0508, 0.0045, 0.0016, 69537.0000
NORW, 15.4559, 0.0357, 0.0168, 0.0077, 945.0000
NOR, 3.7395, 0.0753, 0.0069, 0.0033, 1703.0000
NOV, 70.3887, 0.0195, 0.0303, 0.0137, 7920.0000
NOW, 40.3202, 0.0432, 0.0299, 0.0143, 3819.0000
NPBC, 10.1611, 0.0210, 0.0066, 0.0029, 1930.0000
NPF, 14.4435, 0.0180, 0.0128, 0.0052, 811.0000
NPI, 14.3256, 0.0158, 0.0089, 0.0036, 1183.0000
NPK, 74.5188, 0.0912, 0.1549, 0.0531, 275.0000
NPM, 14.5403, 0.0256, 0.0076, 0.0029, 1365.0000
NPO, 50.3012, 0.0249, 0.0420, 0.0155, 761.0000
NPP, 15.5080, 0.0201, 0.0082, 0.0031, 1097.0000
NPSP, 15.6806, 0.0631, 0.0166, 0.0076, 4288.0000
NPTN, 6.6160, 0.0577, 0.0160, 0.0065, 767.0000
NPT, 13.9388, 0.0223, 0.0122, 0.0047, 1052.0000
NPV, 14.8732, 0.0334, 0.0253, 0.0107, 850.0000
NPX, 14.3700, 0.0147, 0.0117, 0.0049, 1014.0000
NPY, 14.3854, 0.0197, 0.0181, 0.0061, 873.0000
NP, 30.9441, 0.0252, 0.0375, 0.0106, 502.0000
NQC, 15.4529, 0.0159, 0.0159, 0.0059, 693.0000
NQI, 14.3888, 0.0201, 0.0123, 0.0048, 936.0000
NQJ, 14.8294, 0.0172, 0.0152, 0.0057, 755.0000
NQM, 15.8171, 0.0230, 0.0127, 0.0045, 1017.0000
NQP, 14.9543, 0.0211, 0.0188, 0.0080, 825.0000
NQS, 14.8113, 0.0202, 0.0093, 0.0045, 1082.0000
